iter	RMSE
170	23.76022539
171	23.74822994
172	23.72809938
173	23.7145902
174	23.70344454
175	23.68514022
176	23.67502606
177	23.65802636
178	23.63981911
179	23.62894517
180	23.6141621
181	23.59934059
182	23.58657892
183	23.57221123
184	23.55043133
185	23.54200091
186	23.52362683
187	23.51148079
188	23.49737767
189	23.49218417
190	23.4692616
191	23.44904183
192	23.42956065
193	23.41260554
194	23.40074224
195	23.3943286
196	23.38520297
197	23.37056951
198	23.35453215
199	23.33856079
200	23.32214254
201	23.30777733
202	23.30003189
203	23.28850754
204	23.27168091
205	23.25571645
206	23.23907056
207	23.21778305
208	23.20183448
209	23.18334329
210	23.16892699
211	23.15640861
212	23.14272519
213	23.12586378
214	23.11177031
215	23.09425678
216	23.08163095
217	23.06558911
218	23.05553848
219	23.04218282
220	23.02570167
221	23.00135376
222	22.98810626
223	22.96949976
224	22.95155184
225	22.93837957
226	22.92443378
227	22.90534147
228	22.89162545
229	22.88253134
230	22.86121648
231	22.85219549
232	22.83930858
233	22.82637641
234	22.80765731
235	22.78933189
236	22.77155476
237	22.75830858
238	22.7408101
239	22.72855833
240	22.71588082
241	22.70788179
242	22.70035814
243	22.68772881
244	22.67517633
245	22.66336544
246	22.65632452
247	22.64534559
248	22.63264614
249	22.62365033
250	22.61145438
251	22.5998951
252	22.5826218
253	22.57223194
254	22.56360358
255	22.5559956
256	22.54200204
257	22.52453569
258	22.50855432
259	22.49542702
260	22.48245447
261	22.46908147
262	22.45807199
263	22.45047147
264	22.438243
265	22.426843
266	22.41937482
267	22.40442843
268	22.38885038
269	22.37730469
270	22.36820145
271	22.35363981
272	22.34057854
273	22.32696573
274	22.31358544
275	22.30374665
276	22.29354168
277	22.28722634
278	22.27004311
279	22.26080431
280	22.25216008
281	22.24326622
282	22.2340195
283	22.22827844
284	22.21968242
285	22.20751301
286	22.19685266
287	22.18953996
288	22.18108414
289	22.17101771
290	22.15962096
291	22.14226637
292	22.13359474
293	22.12216667
294	22.10691573
295	22.09274444
296	22.08107102
297	22.06621121
298	22.05043318
299	22.03786816
300	22.02869334
301	22.01617668
302	22.00386134
303	21.99505147
304	21.98440187
305	21.970944
306	21.96232294
307	21.9519429
308	21.94493408
309	21.93351509
310	21.92405645
311	21.91589311
312	21.90608454
313	21.89764727
314	21.88410355
315	21.8767075
316	21.86134765
317	21.84706161
318	21.83543665
319	21.82880986
320	21.8129655
321	21.79858634
322	21.78971719
323	21.77786821
324	21.76751747
325	21.75535408
326	21.74675952
327	21.73436166
328	21.72393141
329	21.71201635
330	21.70625028
331	21.69814056
332	21.68863776
333	21.68414299
334	21.6747052
335	21.66172143
336	21.65203853
337	21.63678861
338	21.63244004
339	21.62079047
340	21.61350255
341	21.60651015
342	21.60028717
343	21.5936287
344	21.58091332
345	21.57470617
346	21.56073014
347	21.54967099
348	21.54231819
349	21.53413693
350	21.52403825
351	21.50478478
352	21.49793698
353	21.49036184
354	21.47830049
355	21.46730289
356	21.45245019
357	21.4406877
358	21.43402865
359	21.42837577
360	21.41725551
361	21.40581681
362	21.39418808
363	21.38818385
364	21.37780712
365	21.37152615
366	21.36179421
367	21.35548486
368	21.3486275
369	21.33126565
370	21.32292342
371	21.31377691
372	21.30347617
373	21.29406408
374	21.286767
375	21.28147656
376	21.27299823
377	21.26203838
378	21.25339411
379	21.2432801
380	21.23358503
381	21.22396059
382	21.21780979
383	21.20953649
384	21.20440971
385	21.1899294
386	21.17825437
387	21.17222434
388	21.16638144
389	21.15801491
390	21.14757133
391	21.14113052
392	21.12887191
393	21.12360752
394	21.11239561
395	21.1011475
396	21.09510045
397	21.08658344
398	21.07688944
399	21.06626887
400	21.0620776
401	21.05243259
402	21.0391754
403	21.0315367
404	21.02436868
405	21.0192931
406	21.0100246
407	21.0049001
408	21.00031872
409	20.9898913
410	20.9783311
411	20.96875977
412	20.96119637
413	20.95293868
414	20.94446306
415	20.93283721
416	20.9233709
417	20.91711359
418	20.90754773
419	20.90144206
420	20.89512165
421	20.88476615
422	20.87603547
423	20.86829744
424	20.86178395
425	20.85579529
426	20.84877303
427	20.83961912
428	20.82958811
429	20.82426858
430	20.81674782
431	20.81083761
432	20.80356789
433	20.79438855
434	20.78604931
435	20.78075853
436	20.77381415
437	20.7590819
438	20.75571359
439	20.74926521
440	20.73281723
441	20.72331407
442	20.72118025
443	20.70849706
444	20.69742953
445	20.69281373
446	20.67957229
447	20.66963177
448	20.65981229
449	20.65188455
450	20.64638273
451	20.63750573
452	20.63133261
453	20.62575128
454	20.62074054
455	20.61217142
456	20.60889021
457	20.60264472
458	20.59639804
459	20.58655643
460	20.5807311
461	20.57081564
462	20.56681232
463	20.56076482
464	20.55403017
465	20.54138651
466	20.53113064
467	20.52597328
468	20.5113068
469	20.50552109
470	20.50053745
471	20.49630228
472	20.48783695
473	20.47976641
474	20.47495579
475	20.46860593
476	20.45989469
477	20.45231152
478	20.43804107
479	20.43499541
480	20.4169022
481	20.41184586
482	20.4069278
483	20.39735692
484	20.38724847
485	20.38291653
486	20.36949261
487	20.36172579
488	20.35319934
489	20.34547482
490	20.33719506
491	20.32772622
492	20.3215568
493	20.31225999
494	20.30722226
495	20.29643661
496	20.28453102
497	20.27853722
498	20.26584026
499	20.26122492
500	20.2554809
501	20.24661595
502	20.24201308
503	20.23236199
504	20.22351602
505	20.21306408
506	20.20550475
507	20.1963441
508	20.18125172
509	20.17609972
510	20.16905072
511	20.16095693
512	20.14750178
513	20.14093111
514	20.13332465
515	20.12894227
516	20.12345693
517	20.11961905
518	20.1126865
519	20.10316856
520	20.09374571
521	20.08450247
522	20.07595141
523	20.06931925
524	20.05802513
525	20.05058307
526	20.04294697
527	20.03113619
528	20.0244981
529	20.00888656
530	20.00239601
531	19.99449879
532	19.98768216
533	19.97786907
534	19.96651121
535	19.95854187
536	19.9539414
537	19.94402449
538	19.93902626
539	19.93151473
540	19.92671565
541	19.9196205
542	19.91151094
543	19.89972929
544	19.89320904
545	19.88061061
546	19.87594276
547	19.86827188
548	19.86174869
549	19.85758455
550	19.85029926
551	19.84197141
552	19.83632133
553	19.83043365
554	19.82084287
555	19.80615211
556	19.80043474
557	19.7946547
558	19.79206716
559	19.78296096
560	19.77537492
561	19.77063626
562	19.75612568
563	19.74968711
564	19.74638142
565	19.73770813
566	19.7274257
567	19.7132796
568	19.70913184
569	19.69876874
570	19.69308492
571	19.6872096
572	19.67774131
573	19.67298578
574	19.66264553
575	19.65617973
576	19.64702896
577	19.64195734
578	19.63376564
579	19.62726593
580	19.62070057
581	19.61359424
582	19.60294534
583	19.58902451
584	19.58386344
585	19.57902507
586	19.5748675
587	19.56837005
588	19.56375094
589	19.55531506
590	19.55095686
591	19.54554305
592	19.53866717
593	19.52939728
594	19.52425358
595	19.52027797
596	19.51557968
597	19.50618202
598	19.49656108
599	19.48245127
600	19.47525368
601	19.46955419
602	19.46453432
603	19.45759165
604	19.45106789
605	19.44365041
606	19.43516793
607	19.43142024
608	19.42806936
609	19.41812812
610	19.4098469
611	19.39676461
612	19.38939309
613	19.38171209
614	19.37519007
615	19.36527808
616	19.35858287
617	19.35584953
618	19.34536963
619	19.33978787
620	19.33565745
621	19.32924061
622	19.32435039
623	19.31621876
624	19.30907744
625	19.30133736
626	19.28664715
627	19.27706373
628	19.27215246
629	19.26985107
630	19.26496058
631	19.26003946
632	19.25312003
633	19.24133298
634	19.23660517
635	19.23132925
636	19.22517925
637	19.22260957
638	19.21666163
639	19.20841748
640	19.1998849
641	19.18788193
642	19.18350417
643	19.1746163
644	19.16940041
645	19.16775682
646	19.16175529
647	19.15596428
648	19.15347773
649	19.14680844
650	19.13946321
651	19.13069948
652	19.1261054
653	19.12129541
654	19.11335611
655	19.10834714
656	19.10487108
657	19.09704745
658	19.09221004
659	19.08496055
660	19.07630839
661	19.07055551
662	19.06507339
663	19.06073356
664	19.05464537
665	19.05050559
666	19.04383857
667	19.03678971
668	19.02883469
669	19.02271218
670	19.01800211
671	19.01514959
672	19.00707736
673	19.0004341
674	18.99394946
675	18.98912414
676	18.98276447
677	18.97829158
678	18.97295654
679	18.96422964
680	18.96005739
681	18.95564971
682	18.95101801
683	18.94617438
684	18.94269855
685	18.93713967
686	18.93113501
687	18.92899857
688	18.92410221
689	18.9187965
690	18.91090078
691	18.90343017
692	18.89755886
693	18.8927302
694	18.88599583
695	18.87890762
696	18.87326711
697	18.86603648
698	18.85581001
699	18.84939665
700	18.84324623
701	18.8362164
702	18.82821221
703	18.82164542
704	18.81554942
705	18.81204492
706	18.80539836
707	18.8008254
708	18.78990894
709	18.78056529
710	18.77594935
711	18.77107942
712	18.7672558
713	18.76416605
714	18.75846598
715	18.75364323
716	18.74903266
717	18.74452838
718	18.73839618
719	18.73496854
720	18.72821919
721	18.72159262
722	18.71625779
723	18.71245123
724	18.70968215
725	18.70246388
726	18.69595227
727	18.6894249
728	18.68397394
729	18.68041481
730	18.67780581
731	18.67462027
732	18.6706396
733	18.66532505
734	18.66306639
735	18.65722316
736	18.65200364
737	18.64787515
738	18.64589394
739	18.64190072
740	18.63771985
741	18.62942067
742	18.62712975
743	18.62077056
744	18.61748505
745	18.61368153
746	18.6099905
747	18.60611262
748	18.59908973
749	18.59394275
750	18.58835096
751	18.58639911
752	18.58194965
753	18.57733267
754	18.5740389
755	18.56551533
756	18.56201282
757	18.55873742
758	18.54990587
759	18.54602715
760	18.53623516
761	18.52818758
762	18.52540367
763	18.51530112
764	18.51010096
765	18.50389775
766	18.49923268
767	18.49200954
768	18.48277203
769	18.4749783
770	18.47229735
771	18.46586653
772	18.46029307
773	18.45640918
774	18.45153747
775	18.44868656
776	18.44321938
777	18.43730939
778	18.42595665
779	18.42035919
780	18.41627396
781	18.40850433
782	18.40156818
783	18.39379007
784	18.38800248
785	18.38307483
786	18.37802637
787	18.37354136
788	18.36613451
789	18.36222039
790	18.35981398
791	18.3536736
792	18.34907299
793	18.34365554
794	18.33841506
795	18.32732549
796	18.3233258
797	18.31750477
798	18.31254452
799	18.30795329
800	18.30503443
801	18.30196711
802	18.29458684
803	18.28825458
804	18.2806748
805	18.27646911
806	18.26917108
807	18.26025529
808	18.25658255
809	18.25066026
810	18.24621211
811	18.24212222
812	18.23573674
813	18.22990438
814	18.22683209
815	18.21979444
816	18.21461354
817	18.21030672
818	18.20292105
819	18.19751225
820	18.19260014
821	18.18899478
822	18.18509346
823	18.18024293
824	18.17748395
825	18.16900838
826	18.16635452
827	18.1633371
828	18.15953926
829	18.15545195
830	18.14827937
831	18.14324939
832	18.13958275
833	18.13572008
834	18.13239523
835	18.13032307
836	18.12701646
837	18.12116191
838	18.11483663
839	18.10977654
840	18.10408883
841	18.0994191
842	18.09497993
843	18.09201862
844	18.08397235
845	18.08086974
846	18.07184435
847	18.06853038
848	18.06518571
849	18.05793662
850	18.05285448
851	18.04811699
852	18.04384666
853	18.03804812
854	18.03401348
855	18.0265071
856	18.02376557
857	18.02017169
858	18.01441913
859	18.00906408
860	18.00707169
861	18.00481066
862	17.9986833
863	17.99385858
864	17.98854655
865	17.985821
866	17.98235403
867	17.97547485
868	17.97399442
869	17.9694659
870	17.96241176
871	17.95737669
872	17.95586558
873	17.95200869
874	17.94932351
875	17.94787747
876	17.94114929
877	17.93614001
878	17.92926123
879	17.92459229
880	17.91851302
881	17.91230947
882	17.90730385
883	17.90267531
884	17.90145242
885	17.89636249
886	17.89466985
887	17.8924425
888	17.88883427
889	17.88167236
890	17.8783132
891	17.87454235
892	17.87116577
893	17.86792187
894	17.86467172
895	17.858945
896	17.85555411
897	17.85237997
898	17.848494
899	17.84590234
900	17.84030647
901	17.83652224
902	17.83075265
903	17.82226109
904	17.8168678
905	17.81217767
906	17.80768135
907	17.80599845
908	17.80108647
909	17.79463773
910	17.78779603
911	17.78236647
912	17.77986833
913	17.77503889
914	17.77038249
915	17.76738893
916	17.76433634
917	17.76255815
918	17.75862901
919	17.75265496
920	17.74647777
921	17.74405893
922	17.74077039
923	17.73643555
924	17.73195003
925	17.72811818
926	17.72190677
927	17.71885399
928	17.71640028
929	17.71151423
930	17.70132078
931	17.69938729
932	17.69692609
933	17.69188606
934	17.68496746
935	17.68277433
936	17.67983743
937	17.67405304
938	17.6700096
939	17.66322262
940	17.66074517
941	17.65901715
942	17.65497239
943	17.64889818
944	17.64511238
945	17.64178034
946	17.63750072
947	17.63464059
948	17.6303502
949	17.62441981
950	17.62060199
951	17.61802453
952	17.61398459
953	17.60981096
954	17.603345
955	17.59905446
956	17.59331265
957	17.59046991
958	17.58605584
959	17.58227749
960	17.578
961	17.5717247
962	17.56334237
963	17.55788102
964	17.5515178
965	17.54774095
966	17.54295061
967	17.53841067
968	17.53451656
969	17.53093725
970	17.526797
971	17.52186855
972	17.51741359
973	17.51284561
974	17.50881338
975	17.50243455
976	17.49530549
977	17.49033119
978	17.48708854
979	17.48335567
980	17.48030552
981	17.47589882
982	17.46786326
983	17.46032849
984	17.45701336
985	17.45663335
986	17.45225858
987	17.44964275
988	17.44669125
989	17.44214282
990	17.43889903
991	17.43605921
992	17.43247467
993	17.42995362
994	17.42405469
995	17.42183553
996	17.41872111
997	17.41542702
998	17.41134813
999	17.40771339
